Why was the war game a success ? [SEP] I was very irritated at myself for being exhausted , which is not productive and got people to think that I was pissed at them . Sorry about that . However , mostly spending the day seating and making the best use of the 3 brain cells I had left got me to relax some and insomnia receded . During the Wreath meeting , a war was started and conceded , which I think was very cool . These last few years I ' ve seen too many battles with unequal numbers and it gets old pretty quick . [SEP]  (A) Each side had men and women on it . (B) Neither side would concede . (C) Each side had equal numbers . (D) None of the above choices .	Each side had equal numbers .
Why does Wade refuse to believe the narrator ? [SEP] SO FUNNY . Seriously things like this only happen to me which is a nice story . So he still doens't believe me and I said this stupid line that I can never take back . " Whatever Wade , if you do n't beleive me , go " So what was his glorious responce to that ? [SEP]  (A) The narrator is a known cheat . (B) The story is outlandish . (C) None of the above choices . (D) The narrator is known to lie .	The story is outlandish .
What happened because of the wedding ? [SEP] Last weekend we were in Gougan Barra , in county Cork in Ireland . We were there for the wedding of Arlene 's best friend Angella . It was the most relaxing wedding we ever attended . [SEP]  (A) They had a very relaxing weekend (B) They did not go to Gougan Barra (C) They did not have a relaxing weekend (D) None of the above choices .	They had a very relaxing weekend
What will happen after 3 months ? [SEP] It will take around 3 months to tell if the supplements are doing their jobs . I ' ve got my fingers crossed that they will and I 'll feel much better . I think the pH issue is also a big problem and I hope it comes into balance as well in the 3 months . Weight loss is of course one of the goals of all this , but I think that getting my body balanced is the key . [SEP]  (A) None of the above choices . (B) They will fail for sure , no chance of them working . (C) I wo n't know if they worked or not . (D) I 'll be able to tell if they worked or not .	I 'll be able to tell if they worked or not .
What may be a valid fact about me ? [SEP] I turned the music off and just kind of stood there , stiff and frozen and not sure what to do . Not 15 minutes later I heard a pounding on the front door and yes , you guessed it ... the LAPD . Awesome . [SEP]  (A) In confusion , I sat down and turned off the music . (B) The cops showed up at my door . (C) I turned off the music when I heard a knock . (D) I went to the back door to answer a knock .	The cops showed up at my door .
How would you describe the narrator ? [SEP] Then I took the bus home sitting next to a fat old dude with the worst breath ever and he could n't stop talking to some other old guy about stuff and I thought I 'd puke in his lap cause I felt so sick . Later Solberg called to see that I ' m still alive . [SEP]  (A) The narrator is happy . (B) None of the above choices . (C) The narrator is angry . (D) The narrator is content .	The narrator is angry .
What may be the reason I 'll get my phone back on sept 12th ? [SEP] It 's pay day and I ' m broke . If my phone gets cut off , it 'll get back on sept 12th . Just too much needed paying right now and I ' m still not going to get it all , even with a withdrawal from savings . I mean which do you let slide if you can only cover one?Car InsuranceCar RegistrationCar inspectionAll due.sigh ... I ' ve reached 1 am .. [SEP]  (A) None of the above choices . (B) That is when my car insurance is due . (C) That is my next car registration date . (D) That is my next pay day .	That is my next pay day .
Why does the narrator think their parents stopped being hippies ? [SEP] Depending upon your definition , they could even be described as ' hippies . ' Back in the day , at least . For awhile , I believe that my parents believed you needed was love to change the world . Turns out , you need money too . [SEP]  (A) They needed more peace . (B) They needed money . (C) They needed stability from loving others . (D) They needed more love .	They needed money .
What may happen after I heard his low voice ? [SEP] He whispered something I could n't understand and held the razor blade to his arm . I saw the slightest trickle of blood and heard his sharp intake of breath . He touched his tongue to his arm then took a sip of wine . As he turned toward me , our eyes met and held . [SEP]  (A) He slashed his hand with the razor blade . (B) None of the above choices . (C) He nicked his arm with a razor blade . (D) He glanced at me and checked his arm .	He nicked his arm with a razor blade .
Why is the narrator so happy with their customers ? [SEP] It was " Violence is n't the answer , but it will make me feel better . " It was inspired by my job . Anyway ... we had some nice returning customers , including a visit from some of the people who bought stuff from us the first year . [SEP]  (A) They are very foolish . (B) They are very rich . (C) They are very affluent . (D) They are returning customers .	They are returning customers .
What may be a fact about the speaker ? [SEP] I still smoked anyway . Cheree is not doing V for victory she is giving me rabbit ears . All around us gorgeous views . Exhilarating . Magnificent . The narrows where we boat and fish and crab . At work we have a " Biggest Loser " competition wherein whoever loses the most weight wins the weigh in money from the contestants on Fridays weigh in . I like to be competitive . [SEP]  (A) They wanted to watch the weight loss competition . (B) They are participating in a " V for Victory " competition . (C) None of the above choices . (D) They are entering a weight loss competition .	They are entering a weight loss competition .
What may happen after they review their budget ? [SEP] When my husband and I combined finances after getting married , we discovered that we were spending an absurd amount on groceries and dining out . But oddly , when we compared across months , we noticed that we were spending roughly the same amount per trip to the grocery store or food joint , and less trips equaled less spent overall . So we came to the solution of budgeting our trips out , rather than budgeting our dollars , with the aid of a simple homemade visual cue . We were buying groceries or meals 40 ( ! ) times per month , so we set our goal to cut that number in half . [SEP]  (A) They will allow for more spending on groceries . (B) They will take less trips to the grocery store . (C) They will make an entirely new budget . (D) None of the above choices .	They will take less trips to the grocery store .
What is the reason that moles not changing but staying the same is something that should reassure you . [SEP] Honestly , not a day went by where my Nana would n't call me about getting rid of my moles . I would tell her , ' Nana , I have had them my whole life , they have not changed , there is nothing to worry about ' . That was not satisfactory to her , and after a few months of these ' talks ' I succumbed to the pressure and made the appointment to get them removed . [SEP]  (A) moles are registered with the police and if they change they might get the wrong person . (B) If the moles stay the same you can be identified in case you are injured . (C) None of the above choices . (D) A persons moles are like a beauty mark and if they change , it means you are becoming ugly .	None of the above choices .
What may be the reason for their post ? [SEP] Even worse , some of these scams for credit repair may land you in trouble with the law if you are not careful . So you have three choices , pay the legal consequences , lose more of your money , or start to rebuild your credit the long hard ... Read If you need help getting back to a healthy credit rating then you should look into total credit repair . Total credit repair will allow you to restore your credit and be able to get credit on items and accounts . [SEP]  (A) None of the above choices . (B) They want others to get scammed by Total Repair Credit . (C) They want to bring attention to Total Repair Credit . (D) They want people to give them money .	They want to bring attention to Total Repair Credit .
What is the overall feeling the narrator is experiencing in this passage ? [SEP] It has been a little over a year , but now the end is here . I ' ve been thinking a bit about all the things i did n't get to do . Plans changed , opportunities rose and fell . [SEP]  (A) None of the above choices . (B) feeling of being content (C) feeling of regret (D) feeling of happiness	feeling of regret
Why is the narrator so disgusted by the vandalism ? [SEP] At the dawn of day , the first witnesses were shocked : Our Lady 's hand was missing and her nose marred , disfiguring her face . What overwhelming hatred ! Who could have something against Our Lady if not the one whose head she crushes with her heel ? [SEP]  (A) None of the above choices . (B) It is sacrilege . (C) It is an attack on a lady . (D) It is sexist .	It is sacrilege .
What may have happened recently to the speaker ? [SEP] Tonight was the first track meet of the season . From the sound of the first gun I wanted to be the runners taking off . I longed for the butterflies , the nervous feeling you get in the pit of your stomach , jumping at the start line , gripping the baton , and praying that you run your best before every race . I missed it all . [SEP]  (A) They got shot . (B) They quit running . (C) None of the above choices . (D) They got too nervous .	They quit running .
Why was the narrator kicked out of the concert before the main act ? [SEP] Club 69 I have no idea why , Some security guard just said this way and lead me outside . Luckily I had my VIP wrist band on and just marched straight back in the front door . The Operea house I was really pretty drunk , so my eviction was probably justified on that occasion . So after ten extra days of mayhem , it was time to finally get the hell out of B.A. and to Foz do Iguacu . [SEP]  (A) None of the above choices . (B) The narrator did not have a ticket for the show . (C) The narrator had snuck into the show from the outside . (D) The narrator was acting disorderly and was threatening others .	The narrator was acting disorderly and was threatening others .
Why does the forthcoming hurricane lead many people to want to use the ATM ? [SEP] Last evening on my way to dinner with friends Bob and the Old Professor , I stopped at the ATM to get some cash . The ATM is located on the side of the bank next to the driveway , and there 's a parking lot on the other side of the drive . This being Friday , and with a hurricane spooling up in the Atlantic , there was a line of about four or five people waiting to use the machine , but I had no trouble finding a place to park . As I waited in line , a large Chevy Suburban pulled up to the curb and parked in the driveway . A woman got out and got in line , leaving the behemoth in the driveway in spite of the large NO PARKING sign right next to it . [SEP]  (A) They are hoping to buy as much alcohol as possible to pass time during the storm (B) None of the above choices . (C) They are consulting with a witch doctor who claims he will stop the hurricane for cash (D) They are going to gamble with each other while the storm rages outside	None of the above choices .
Why did she have no liking for men in her life ? [SEP] i guess i really have no desire to have any guys in my life . i like being by myself far too much . hey , on the contrary , i could be a slut , right?i cheated and listened to the new oasis album today . i ' m still going to purchase it the SECOND it comes out , but i ' m just too impatient ... [SEP]  (A) She likes being her contrary self . (B) She enjoys being a slut . (C) She enjoys being impatient . (D) She enjoys being alone .	She enjoys being alone .
What may be the reason for the woman to react like this ? [SEP] She asked , disinterestedly . She had to make it sound ... convincing , or he might say something . Forcing emotion into her voice , she looked up at him . [SEP]  (A) The woman wants to ask the man to marry her . (B) The woman wants to ask the man out . (C) The woman wants the man to do some chores . (D) The woman wants to break up with the man .	The woman wants to break up with the man .
Why was the narrator so upset ? [SEP] Around 10 am , we packed our tent and headed down . We did n't make it to the summit , I was disappointed , but it was an amazing experience and I felt we have made the right decision . As the saying goes - " The mountain will always be there . " . [SEP]  (A) They did n't reach work in time . (B) They did n't get to see their friends one last time after they died on the mountain . (C) They did n't reach the highest point . (D) They did n't reach even the middle of the mountain .	They did n't reach the highest point .
What may have been the reason the water was cold ? [SEP] Today we rode our bikes along the river with our friends . We ate orange duck crackers while sitting on that concrete slab and then continued down the trail to this little beach . The water was pretty cold , though not quite as cold as it was the last time we visited . [SEP]  (A) We thought the water should be almost hot to the touch . (B) None of the above choices . (C) The water was still icy from the snowstorm yesterday . (D) It was past summer and cooler weather had set in .	It was past summer and cooler weather had set in .
What type of products does this company sell ? [SEP] We are legitimate and reputable company from Uk , London we have all brands of Mobile Phones , Apple Iphones , Ipods , xbox 360 , Sidekicks , Nextels phone , Laptops for sell at cheap and affordable prices . ORDER INFORMATION : Minimum Order : 1 - 5 units Payment Method : Western Union and Money Gram Shipping Method : FedEx and UPS . Delivery Time : 48 Hours Delivery To Your Door Step . [SEP]  (A) This company sells cleaning devices . (B) This company sells cooking devices . (C) This company sells medical devices . (D) None of the above choices .	None of the above choices .
What may be the reason why they do n't like these athletes ? [SEP] What happened to the athlete that was happy to represent his or her country ? Instead I got a pounding of the chest , or muscle posing , throwing themselves on the track and other displays of just garbage . Do they lack that much self esteem that they must draw so much attention to themselves ? [SEP]  (A) They are jealous . (B) They ca n't achieve the look they want . (C) None of the above choices . (D) They are n't coordinated enough for sports .	They are jealous .
Why is the narrator feeling so much pain ? [SEP] I found amongst heaps of wildflowers and crickets an old rusted barn and inside there was a strange pile of wooden ducks . I got back from the walk to find Maren waiting for me on the trampoline with an umbrella in case of rain . Last night I laid in Anna 's bed with her and listened to Gershwin . My body was still sore from exploring the cave earlier that day and had ample scratches and bruises to prove the extent of the dark and drippy expedition . [SEP]  (A) The farm work has hurt them . (B) The wooden furniture making has left them sore . (C) None of the above choices . (D) The barn work has hurt them .	None of the above choices .
Why do I want to go to the zoo ? [SEP] I am off work for the next four days , and I ' m so excited to have some time to get stuff done and hang out with friends and family . My little cousins are coming into town for the weekend , so I get to spend some time with them . We are going to the pumpkin patch and the zoo , of course ! [SEP]  (A) None of the above choices . (B) Because I sell pumpkins to the zoo . (C) Because it belongs to my family . (D) Because my cousins will like it .	Because my cousins will like it .
What might the companies think they can get away with this ? [SEP] Somebody 's trying to push through some nasty clauses in a relatively innocuous - seeming EU Telecoms bill . Malcolm Harbour 's amendment allowing commercial organisations to conduct surveillance on users of ISPs , i.e. nearly everyone , and apply sanctions to them without recourse to due legal process is particularly objectionable to me . [SEP]  (A) They think it 's what customers want (B) A lot of people do n't read the small print (C) They see nothing morally wrong with it (D) They think people are too stupid to understand it	A lot of people do n't read the small print
What may happen before telling Nick off ? [SEP] And I ' m still attracted to Nick and I ' m really mad at myself for telling him off because I ' ve always sort of felt that we 'd be physical . Like when I imagined me " with " him , we were a physical couple anyway . So I do n't know why I ruined where that was going . And I ' m still pissed that Kyle is with Jenny . [SEP]  (A) We would break up already . (B) None of the above choices . (C) He would have cheated on me . (D) We would have many arguments .	None of the above choices .
What may be the reason why they took him in ? [SEP] He said yes . We took him to the hospital - where he blew a .4 - and that was the most lucid I had seen him in 2 years . After rehab , he had nowhere to go , so we have a roommate . Then in the fall , Avalon was diagnosed with cancer . [SEP]  (A) None of the above choices . (B) They need help with child care . (C) Out of guilt . (D) Out of the goodness of their hearts .	Out of the goodness of their hearts .
Why is the narrator doubting themselves so much ? [SEP] WTF IS WRONG WITH ME ? ! ? ! ? I loved Nsync back in the days but I never had dreams about them . And then the next week came and I had another . It was Nino this time . I was confused as hell in my dream too . [SEP]  (A) The narrator is having irrational dreams . (B) None of the above choices . (C) The narrator is not ready for a work task . (D) The narrator is unprepared for a test .	The narrator is having irrational dreams .
Why do I want to buy two gallons instead of one ? [SEP] Grabbed one gallon and wondered what the price would be . The shelf read " two gallons for $ 6.50 " and in fine print " one gallon at regular price " with no indication what regular price was . After waiting in a five minute line I finally learned that " regular price " is $ 4.00 so I left . We did n't need milk that 's as expensive as gas . [SEP]  (A) None of the above choices . (B) I want to spend more money . (C) I want to save some money . (D) I need more milk .	I want to save some money .
